source_dataset,source_id,lookup_key,food_name_en,food_name_zh,food_name_fr,carbon_factor_kgco2e_per_kg,carbon_unit,source_year,source_name_raw
foodcarbon,32005,breakfast_cereals_corn_flakes_plain_fortified_with_vitamins_and_chemical_elements,"Breakfast cereals, corn flakes, plain, fortified with vitamins and chemical elements",,"Pétales de maïs natures, enrichis en vitamines et minéraux",3.400000,kgCO2e/kg_product,,"Pétales de maïs natures, enrichis en vitamines et minéraux"
foodcarbon,32014,breakfast_cereals_corn_flakes_plain_not_fortified_with_vitamins_and_chemical_elements,"Breakfast cereals, corn flakes, plain (not fortified with vitamins and chemical elements)",,Pétales de maïs natures (non enrichis en vitamines et minéraux),3.400000,kgCO2e/kg_product,,Pétales de maïs natures (non enrichis en vitamines et minéraux)
foodcarbon,32121,breakfast_cereals_corn_flakes_sugar_iced_fortified_with_vitamins_and_chemical_elements,"Breakfast cereals, corn flakes, sugar iced, fortified with vitamins and chemical elements",,"Pétales de maïs glacés au sucre, enrichis en vitamines et minéraux",3.400000,kgCO2e/kg_product,,"Pétales de maïs glacés au sucre, enrichis en vitamines et minéraux"
foodcarbon,32107,breakfast_cereals_corn_flakes_sugar_iced_not_fortified_with_vitamins_and_chemical_elements,"Breakfast cereals, corn flakes, sugar iced (not fortified with vitamins and chemical elements)",,Pétales de maïs glacés au sucre (non enrichis en vitamines et minéraux),3.400000,kgCO2e/kg_product,,Pétales de maïs glacés au sucre (non enrichis en vitamines et minéraux)
foodcarbon,32030,breakfast_cereals_diet_plain_not_fortified,"Breakfast cereals, diet, plain, not fortified",,"Céréales pour petit déjeuner ""équilibre"" nature (non enrichies en vitamines et minéraux)",3.400000,kgCO2e/kg_product,,"Céréales pour petit déjeuner ""équilibre"" nature (non enrichies en vitamines et minéraux)"
foodcarbon,32021,breakfast_cereals_diet_plain_or_with_honey_fortified_with_vitamins_and_chemical_elements,"Breakfast cereals, diet, plain or with honey, fortified with vitamins and chemical elements",,"Céréales pour petit déjeuner ""équilibre"" nature ou au miel, enrichies en vitamines et minéraux",3.400000,kgCO2e/kg_product,,"Céréales pour petit déjeuner ""équilibre"" nature ou au miel, enrichies en vitamines et minéraux"
foodcarbon,32022,breakfast_cereals_diet_with_chocolate_fortified_with_vitamins_and_chemical_elements,"Breakfast cereals, diet, with chocolate, fortified with vitamins and chemical elements",,"Céréales pour petit déjeuner ""équilibre"" au chocolat, enrichies en vitamines et minéraux",3.400000,kgCO2e/kg_product,,"Céréales pour petit déjeuner ""équilibre"" au chocolat, enrichies en vitamines et minéraux"
foodcarbon,32028,breakfast_cereals_diet_with_chocolate_not_fortified,"Breakfast cereals, diet, with chocolate, not fortified",,"Céréales pour petit déjeuner ""équilibre"" au chocolat (non enrichies en vitamines et minéraux)",3.400000,kgCO2e/kg_product,,"Céréales pour petit déjeuner ""équilibre"" au chocolat (non enrichies en vitamines et minéraux)"
foodcarbon,32025,breakfast_cereals_diet_with_dried_fruits_fortified_with_vitamins_and_chemical_elements,"Breakfast cereals, diet, with dried fruits, fortified with vitamins and chemical elements",,"Céréales pour petit déjeuner ""équilibre"" aux fruits secs (à coque), enrichis en vitamines et minéraux",3.400000,kgCO2e/kg_product,,"Céréales pour petit déjeuner ""équilibre"" aux fruits secs (à coque), enrichis en vitamines et minéraux"
foodcarbon,32023,breakfast_cereals_diet_with_fruits_fortified_with_vitamins_and_chemical_elements,"Breakfast cereals, diet, with fruits, fortified with vitamins and chemical elements",,"Céréales pour petit déjeuner ""équilibre"" aux fruits, enrichies en vitamines et minéraux",3.400000,kgCO2e/kg_product,,"Céréales pour petit déjeuner ""équilibre"" aux fruits, enrichies en vitamines et minéraux"
foodcarbon,32029,breakfast_cereals_diet_with_fruits_not_fortified,"Breakfast cereals, diet, with fruits, not fortified",,"Céréales pour petit déjeuner ""équilibre"" aux fruits (non enrichies en vitamines et minéraux)",3.400000,kgCO2e/kg_product,,"Céréales pour petit déjeuner ""équilibre"" aux fruits (non enrichies en vitamines et minéraux)"
foodcarbon,32018,breakfast_cereals_filled_with_a_filling_other_than_chocolate_fortified_with_vitamins_and_chemical_elements,"Breakfast cereals, filled with a filling other than chocolate, fortified with vitamins and chemical elements",,"Céréales pour petit déjeuner fourrées, fourrage autre que chocolat, enrichies en vitamines et minéraux",3.400000,kgCO2e/kg_product,,"Céréales pour petit déjeuner fourrées, fourrage autre que chocolat, enrichies en vitamines et minéraux"
foodcarbon,32017,breakfast_cereals_filled_with_chocolate_or_chocolate_hazelnuts,"Breakfast cereals, filled with chocolate or chocolate-hazelnuts",,Céréales pour petit déjeuner fourrées au chocolat ou chocolat-noisettes,3.400000,kgCO2e/kg_product,,Céréales pour petit déjeuner fourrées au chocolat ou chocolat-noisettes
foodcarbon,32016,breakfast_cereals_filled_with_chocolate_or_chocolate_hazelnuts_fortified_with_vitamins_and_chemical_elements,"Breakfast cereals, filled with chocolate or chocolate-hazelnuts, fortified with vitamins and chemical elements",,"Céréales pour petit déjeuner fourrées au chocolat ou chocolat-noisettes, enrichies en vitamines et minéraux",3.400000,kgCO2e/kg_product,,"Céréales pour petit déjeuner fourrées au chocolat ou chocolat-noisettes, enrichies en vitamines et minéraux"
foodcarbon,32135,breakfast_cereals_mix_of_puffed_or_extruded_cereals_fortified_with_vitamins_and_chemical_elements,"Breakfast cereals, mix of puffed or extruded cereals, fortified with vitamins and chemical elements",,"Multi-céréales soufflées ou extrudées, enrichies en vitamines et minéraux",3.400000,kgCO2e/kg_product,,"Multi-céréales soufflées ou extrudées, enrichies en vitamines et minéraux"
foodcarbon,32000,breakfast_cereals_popped_or_puffed_wheat_grain_with_honey_or_caramel_fortified_with_vitamins_and_chemical_elements,"Breakfast cereals, popped or puffed wheat grain, with honey or caramel, fortified with vitamins and chemical elements",,"Grains de blé soufflés au miel ou caramel, enrichis en vitamines et minéraux",3.400000,kgCO2e/kg_product,,"Grains de blé soufflés au miel ou caramel, enrichis en vitamines et minéraux"
foodcarbon,32134,breakfast_cereals_puffed_popped_cereals_wholemeal_fortified_with_vitamins_and_chemical_elements,"Breakfast cereals, puffed/popped cereals, wholemeal, fortified with vitamins and chemical elements",,"Céréales complètes soufflées, enrichies en vitamines et minéraux",3.400000,kgCO2e/kg_product,,"Céréales complètes soufflées, enrichies en vitamines et minéraux"
foodcarbon,32133,breakfast_cereals_puffed_popped_corn_with_honey_fortified_with_vitamins_and_chemical_elements,"Breakfast cereals, puffed/popped corn, with honey, fortified with vitamins and chemical elements",,"Boules de maïs soufflées au miel, enrichies en vitamines et minéraux",3.400000,kgCO2e/kg_product,,"Boules de maïs soufflées au miel, enrichies en vitamines et minéraux"
foodcarbon,32129,breakfast_cereals_puffed_popped_corn_with_honey_not_fortified_with_vitamins_and_chemical_elements,"Breakfast cereals, puffed/popped corn, with honey (not fortified with vitamins and chemical elements)",,Boules de maïs soufflées au miel (non enrichies en vitamines et minéraux),3.400000,kgCO2e/kg_product,,Boules de maïs soufflées au miel (non enrichies en vitamines et minéraux)
foodcarbon,32008,breakfast_cereals_rich_in_fibre_with_chocolate_fortified_with_vitamins_and_chemical_elements,"Breakfast cereals, rich in fibre, with chocolate, fortified with vitamins and chemical elements",,"Céréales pour petit déjeuner riches en fibres, au chocolat, enrichies en vitamines et minéraux",3.400000,kgCO2e/kg_product,,"Céréales pour petit déjeuner riches en fibres, au chocolat, enrichies en vitamines et minéraux"
foodcarbon,32002,breakfast_cereals_rich_in_fibre_with_or_without_fruits_fortified_with_vitamins_and_chemical_elements,"Breakfast cereals, rich in fibre, with or without fruits, fortified with vitamins and chemical elements",,"Céréales pour petit déjeuner riches en fibres, avec ou sans fruits, enrichies en vitamines et minéraux",3.400000,kgCO2e/kg_product,,"Céréales pour petit déjeuner riches en fibres, avec ou sans fruits, enrichies en vitamines et minéraux"
foodcarbon,32116,breakfast_cereals_very_rich_in_fibre_fortified_with_vitamins_and_chemical_elements,"Breakfast cereals, very rich in fibre, fortified with vitamins and chemical elements",,"Céréales pour petit déjeuner très riches en fibres, enrichies en vitamines et minéraux",3.400000,kgCO2e/kg_product,,"Céréales pour petit déjeuner très riches en fibres, enrichies en vitamines et minéraux"
foodcarbon,32123,breakfast_cereals_wheat_flakes_with_walnuts_hazelnuts_or_almonds_fortified_with_vitamins_and_chemical_elements,"Breakfast cereals, wheat flakes with walnuts, hazelnuts or almonds, fortified with vitamins and chemical elements",,"Pétales de blé avec noix, noisettes ou amandes, enrichis en vitamines et minéraux",3.400000,kgCO2e/kg_product,,"Pétales de blé avec noix, noisettes ou amandes, enrichis en vitamines et minéraux"
foodcarbon,32001,breakfast_cereals_with_chocolate_not_filled_fortified_with_vitamins_and_chemical_elements,"Breakfast cereals, with chocolate, not filled, fortified with vitamins and chemical elements",,"Céréales pour petit déjeuner chocolatées, non fourrées, enrichies en vitamines et minéraux",3.400000,kgCO2e/kg_product,,"Céréales pour petit déjeuner chocolatées, non fourrées, enrichies en vitamines et minéraux"
foodcarbon,32013,breakfast_cereals_with_chocolate_not_filled_not_fortified_with_vitamins_and_chemical_elements,"Breakfast cereals, with chocolate, not filled (not fortified with vitamins and chemical elements)",,"Céréales chocolatées pour petit déjeuner, non fourrées, (non enrichies en vitamines et minéraux)",3.400000,kgCO2e/kg_product,,"Céréales chocolatées pour petit déjeuner, non fourrées, (non enrichies en vitamines et minéraux)"
foodcarbon,28503,bresaola,Bresaola,,Bresaola,13.600000,kgCO2e/kg_product,,Bresaola
foodcarbon,12527,bresse_blue_cheese_from_cow_s_milk,"Bresse blue cheese, from cow's milk",,Fromage bleu de Bresse,5.290000,kgCO2e/kg_product,,Fromage bleu de Bresse
foodcarbon,12528,bresse_blue_cheese_from_cow_s_milk_reduced_fat_around_15_fat,"Bresse blue cheese, from cow's milk, reduced fat, around 15% fat",,Fromage bleu de Bresse allegé environ 15% MG,5.030000,kgCO2e/kg_product,,Fromage bleu de Bresse allegé environ 15% MG
foodcarbon,8214,breton_pate,Breton pâté,,Pâté breton,4.730000,kgCO2e/kg_product,,Pâté breton
foodcarbon,23121,breton_pudding_cake_with_prunes,Breton pudding cake with prunes,,Far aux pruneaux,2.210000,kgCO2e/kg_product,,Far aux pruneaux
foodcarbon,12020,brie_cheese_from_cow_s_milk,"Brie cheese, from cow's milk",,"Brie, sans précision",5.230000,kgCO2e/kg_product,,"Brie, sans précision"
foodcarbon,12021,brie_de_meaux_cheese_from_cow_s_milk,"Brie de Meaux cheese, from cow's milk",,Brie de Meaux,4.970000,kgCO2e/kg_product,,Brie de Meaux
foodcarbon,12022,brie_de_melun_cheese_from_cow_s_milk,"Brie de Melun cheese, from cow's milk",,Brie de Melun,5.020000,kgCO2e/kg_product,,Brie de Melun
foodcarbon,7741,brioche,Brioche,,"Brioche, sans précision",2.950000,kgCO2e/kg_product,,"Brioche, sans précision"
foodcarbon,7737,brioche_filled_with_chocolate,"Brioche, filled with chocolate",,Brioche fourrée au chocolat,4.880000,kgCO2e/kg_product,,Brioche fourrée au chocolat
foodcarbon,7735,brioche_filled_with_chocolate_drops,"Brioche, filled with chocolate drops",,Brioche aux pépites de chocolat,3.670000,kgCO2e/kg_product,,Brioche aux pépites de chocolat
foodcarbon,7739,brioche_filled_with_custard_chinese_brioche_type_prepacked,"Brioche, filled with custard (Chinese brioche type), prepacked",,"Brioche fourrée crème pâtissière (type ""chinois""), préemballée",2.460000,kgCO2e/kg_product,,"Brioche fourrée crème pâtissière (type ""chinois""), préemballée"
foodcarbon,7738,brioche_filled_with_fruits,"Brioche, filled with fruits",,Brioche fourrée aux fruits,4.880000,kgCO2e/kg_product,,Brioche fourrée aux fruits
foodcarbon,7742,brioche_from_bakery,"Brioche, from bakery",,"Brioche, de boulangerie traditionnelle",3.360000,kgCO2e/kg_product,,"Brioche, de boulangerie traditionnelle"
foodcarbon,7225,brioche_or_vienna_bread,Brioche or Vienna bread,,Pain brioché ou viennois,1.900000,kgCO2e/kg_product,,Pain brioché ou viennois
foodcarbon,7740,brioche_prepacked,"Brioche, prepacked",,"Brioche, préemballée",2.950000,kgCO2e/kg_product,,"Brioche, préemballée"
foodcarbon,7745,brioche_pure_butter,"Brioche, pure butter",,Brioche pur beurre,2.950000,kgCO2e/kg_product,,Brioche pur beurre
foodcarbon,7210,brioche_sandwich_bread_prepacked,"Brioche sandwich bread, prepacked",,"Pain de mie brioché, préemballé",1.710000,kgCO2e/kg_product,,"Pain de mie brioché, préemballé"
foodcarbon,20500,broad_bean_cooked,"Broad bean, cooked",,"Fève, cuite",0.585000,kgCO2e/kg_product,,"Fève, cuite"
foodcarbon,20518,broad_bean_dried,"Broad bean, dried",,"Fève, sèche",0.858000,kgCO2e/kg_product,,"Fève, sèche"
foodcarbon,20536,broad_bean_fresh_frozen,"Broad bean, fresh, frozen",,"Fève, fraîche, surgelée",0.443000,kgCO2e/kg_product,,"Fève, fraîche, surgelée"
foodcarbon,20543,broad_bean_frozen_water_boiled,"Broad bean, frozen, water boiled",,"Fève, surgelée, cuite à l'eau",0.573000,kgCO2e/kg_product,,"Fève, surgelée, cuite à l'eau"
foodcarbon,20541,broad_bean_peeled_frozen_raw,"Broad bean, peeled, frozen, raw",,"Fève, pelée, surgelée, crue",1.010000,kgCO2e/kg_product,,"Fève, pelée, surgelée, crue"
foodcarbon,20517,broad_bean_to_shell_fresh,"Broad bean, to shell, fresh",,"Fève à écosser, fraîche",0.858000,kgCO2e/kg_product,,"Fève à écosser, fraîche"
foodcarbon,20542,broad_bean_without_peal_frozen_water_boiled,"Broad bean, without peal, frozen, water boiled",,"Fève, pelée, surgelée, cuite à l'eau",0.573000,kgCO2e/kg_product,,"Fève, pelée, surgelée, cuite à l'eau"
foodcarbon,20006,broccoli_cooked,"Broccoli, cooked",,"Brocoli, cuit",1.660000,kgCO2e/kg_product,,"Brocoli, cuit"
foodcarbon,20205,broccoli_frozen_cooked,"Broccoli, frozen, cooked",,"Brocoli, surgelé, cuit",1.380000,kgCO2e/kg_product,,"Brocoli, surgelé, cuit"
foodcarbon,20204,broccoli_frozen_raw,"Broccoli, frozen, raw",,"Brocoli, surgelé, cru",1.060000,kgCO2e/kg_product,,"Brocoli, surgelé, cru"
foodcarbon,20259,broccoli_puree,"Broccoli, puree",,"Brocoli, purée",1.550000,kgCO2e/kg_product,,"Brocoli, purée"
foodcarbon,20057,broccoli_raw,"Broccoli, raw",,"Brocoli, cru",0.951000,kgCO2e/kg_product,,"Brocoli, cru"
foodcarbon,25930,broth_stock_or_bouillon_beef_reconstituted_with_water_at_consumer,"Broth, stock or bouillon, beef, reconstituted with water at consumer",,"Bouillon de boeuf, déshydraté reconstitué",0.113000,kgCO2e/kg_product,,"Bouillon de boeuf, déshydraté reconstitué"
foodcarbon,25947,broth_stock_or_bouillon_poultry_reconstituted_with_water_at_consumer,"Broth, stock or bouillon, poultry, reconstituted with water at consumer",,"Bouillon de volaille, déshydraté reconstitué",0.103000,kgCO2e/kg_product,,"Bouillon de volaille, déshydraté reconstitué"
foodcarbon,25948,broth_stock_or_bouillon_vegetables_reconstituted_with_water_at_consumer,"Broth, stock or bouillon, vegetables, reconstituted with water at consumer",,"Bouillon de légumes, déshydraté reconstitué",0.100000,kgCO2e/kg_product,,"Bouillon de légumes, déshydraté reconstitué"
foodcarbon,7010,brown_bread_french_bread_baguette_or_ball_with_flour_type_80_or_110,"Brown bread, French bread (baguette or ball), with flour type 80 or 110",,"Pain, baguette ou boule, bis (à la farine T80 ou T110)",0.776000,kgCO2e/kg_product,,"Pain, baguette ou boule, bis (à la farine T80 ou T110)"
foodcarbon,27017,brown_bullhead_raw,"Brown bullhead, raw",,"Pangasius ou Poisson-chat, cru",12.300000,kgCO2e/kg_product,,"Pangasius ou Poisson-chat, cru"
foodcarbon,26107,brown_meagre_raw,"Brown meagre, raw",,"Corb, cru",4.690000,kgCO2e/kg_product,,"Corb, cru"
foodcarbon,23032,brownie_chocolate_cake,Brownie (chocolate cake),,Brownie au chocolat,8.360000,kgCO2e/kg_product,,Brownie au chocolat
foodcarbon,20077,brussels_sprout_canned_drained,"Brussels sprout, canned, drained",,"Chou de Bruxelles, appertisé, égoutté",1.300000,kgCO2e/kg_product,,"Chou de Bruxelles, appertisé, égoutté"
foodcarbon,20013,brussels_sprout_cooked,"Brussels sprout, cooked",,"Chou de Bruxelles, cuit",1.370000,kgCO2e/kg_product,,"Chou de Bruxelles, cuit"
foodcarbon,20207,brussels_sprout_frozen_cooked,"Brussels sprout, frozen, cooked",,"Chou de Bruxelles, surgelé, cuit",1.060000,kgCO2e/kg_product,,"Chou de Bruxelles, surgelé, cuit"
foodcarbon,20206,brussels_sprout_frozen_raw,"Brussels sprout, frozen, raw",,"Chou de Bruxelles, surgelé, cru",0.783000,kgCO2e/kg_product,,"Chou de Bruxelles, surgelé, cru"
foodcarbon,20058,brussels_sprout_raw,"Brussels sprout, raw",,"Chou de Bruxelles, cru",0.563000,kgCO2e/kg_product,,"Chou de Bruxelles, cru"
foodcarbon,23801,buckwheat_crepe_plain_prepacked,"Buckwheat crepe, plain, prepacked",,"Galette de sarrasin, nature, préemballée",0.824000,kgCO2e/kg_product,,"Galette de sarrasin, nature, préemballée"
foodcarbon,9540,buckwheat_flour,Buckwheat flour,,Farine de sarrasin,1.210000,kgCO2e/kg_product,,Farine de sarrasin
foodcarbon,9380,buckwheat_whole_raw,"Buckwheat, whole, raw",,"Sarrasin entier, cru",0.949000,kgCO2e/kg_product,,"Sarrasin entier, cru"
foodcarbon,6260,burger_beef_based_15_fat_raw,"Burger, beef based, 15% fat, raw",,"Haché à base de bœuf ou Préparation de viande hachée de boeuf, 15% MG, cru",17.500000,kgCO2e/kg_product,,"Haché à base de bœuf ou Préparation de viande hachée de boeuf, 15% MG, cru"
foodcarbon,11196,burger_sauce_prepacked,"Burger sauce, prepacked",,"Sauce burger, préemballée",2.680000,kgCO2e/kg_product,,"Sauce burger, préemballée"
foodcarbon,25033,burgundy_style_beef_stew,Burgundy-style beef stew,,Boeuf bourguignon,25.000000,kgCO2e/kg_product,,Boeuf bourguignon
foodcarbon,11120,burgundy_style_sauce_prepacked,"Burgundy-style sauce, prepacked",,"Sauce bourguignonne, préemballée",2.590000,kgCO2e/kg_product,,"Sauce bourguignonne, préemballée"
foodcarbon,25459,burritos,Burritos,,Burritos,8.710000,kgCO2e/kg_product,,Burritos
foodcarbon,16411,butter_60_62_fat_light_lightly_salted,"Butter, 60-62% fat, light, lightly salted",,"Beurre à 60-62% MG, à teneur réduite en matière grasse, demi-sel",7.250000,kgCO2e/kg_product,,"Beurre à 60-62% MG, à teneur réduite en matière grasse, demi-sel"
foodcarbon,16410,butter_60_62_fat_light_unsalted,"Butter, 60-62% fat, light, unsalted",,"Beurre à 60-62% MG, à teneur réduite en matière grasse, doux",7.280000,kgCO2e/kg_product,,"Beurre à 60-62% MG, à teneur réduite en matière grasse, doux"
foodcarbon,16402,butter_80_fat_lightly_salted,"Butter, 80% fat, lightly salted",,"Beurre à 80% MG, demi-sel",7.880000,kgCO2e/kg_product,,"Beurre à 80% MG, demi-sel"
foodcarbon,16403,butter_80_fat_salted,"Butter, 80% fat, salted",,"Beurre à 80% MG, salé",7.880000,kgCO2e/kg_product,,"Beurre à 80% MG, salé"
foodcarbon,16400,butter_82_fat_unsalted,"Butter, 82% fat, unsalted",,"Beurre à 82% MG, doux",7.940000,kgCO2e/kg_product,,"Beurre à 82% MG, doux"
foodcarbon,16404,butter_82_fat_unsalted_easy_to_spread,"Butter, 82% fat, unsalted, easy-to-spread",,"Beurre à 82% MG, doux, tendre",7.940000,kgCO2e/kg_product,,"Beurre à 82% MG, doux, tendre"
foodcarbon,20063,butter_bean_or_yellow_bean_canned_drained,"Butter bean or yellow bean, canned, drained",,"Haricot beurre, appertisé, égoutté",1.410000,kgCO2e/kg_product,,"Haricot beurre, appertisé, égoutté"
foodcarbon,20203,butter_bean_or_yellow_bean_frozen_raw,"Butter bean or yellow bean, frozen, raw",,"Haricot beurre, surgelé, cru",0.693000,kgCO2e/kg_product,,"Haricot beurre, surgelé, cru"
foodcarbon,20195,butter_bean_or_yellow_bean_raw,"Butter bean or yellow bean, raw",,"Haricot beurre, cru",0.544000,kgCO2e/kg_product,,"Haricot beurre, cru"
foodcarbon,24015,butter_biscuit_cookie,Butter biscuit (cookie),,Biscuit sec petit beurre,2.470000,kgCO2e/kg_product,,Biscuit sec petit beurre
foodcarbon,24017,butter_biscuit_cookie_with_chocolate,"Butter biscuit (cookie), with chocolate",,Biscuit sec petit beurre au chocolat,7.190000,kgCO2e/kg_product,,Biscuit sec petit beurre au chocolat
foodcarbon,16415,butter_light_39_41_fat_unsalted,"Butter, light, 39-41% fat, unsalted",,"Beurre à 39-41% MG, léger, doux",6.290000,kgCO2e/kg_product,,"Beurre à 39-41% MG, léger, doux"
foodcarbon,16401,butter_oil_or_concentrated_butter,Butter oil or concentrated butter,,Huile de beurre ou Beurre concentré,7.940000,kgCO2e/kg_product,,Huile de beurre ou Beurre concentré
foodcarbon,23122,buttered_and_caramelized_milk_bread_cake,Buttered and caramelized milk bread cake,,Kouign Amann,1.710000,kgCO2e/kg_product,,Kouign Amann
foodcarbon,8601,caen_style_tripe,Caen-style tripe,,Tripes à la mode de Caen,25.300000,kgCO2e/kg_product,,Tripes à la mode de Caen
foodcarbon,8602,caen_style_tripe_prepacked,"Caen-style tripe, prepacked",,"Tripes à la mode de Caen, préemballées",25.300000,kgCO2e/kg_product,,"Tripes à la mode de Caen, préemballées"
foodcarbon,25628,caesar_s_salad_salad_chicken_croutons_sauce,"Caesar's salad (salad, chicken, croûtons, sauce)",,"Salade César au poulet (salade verte, fromage, croûtos, sauce)",3.940000,kgCO2e/kg_product,,"Salade César au poulet (salade verte, fromage, croûtos, sauce)"
foodcarbon,6580,calf_foot_raw,"Calf, foot, raw",,"Veau, pied, cru",23.300000,kgCO2e/kg_product,,"Veau, pied, cru"
foodcarbon,6582,calf_head_boiled_cooked_in_water,"Calf, head, boiled/cooked in water",,"Veau, tête, bouillie/cuite à l'eau",29.700000,kgCO2e/kg_product,,"Veau, tête, bouillie/cuite à l'eau"
foodcarbon,12001,camembert_cheese_from_cow_s_milk,"Camembert cheese, from cow's milk",,"Camembert, sans précision",5.200000,kgCO2e/kg_product,,"Camembert, sans précision"
foodcarbon,12006,camembert_cheese_from_cow_s_milk_from_raw_milk,"Camembert cheese, from cow's milk, from raw milk",,Camembert au lait cru,5.200000,kgCO2e/kg_product,,Camembert au lait cru
foodcarbon,25523,canapes_toasts_w_various_toppings,Canapés (toasts w various toppings),,"Toasts ou Canapés salés, garnitures diverses",1.760000,kgCO2e/kg_product,,"Toasts ou Canapés salés, garnitures diverses"
foodcarbon,31003,candies_all_types,"Candies, all types",,"Bonbons, tout type",1.410000,kgCO2e/kg_product,,"Bonbons, tout type"
foodcarbon,31050,candies_marshmallows,"Candies, marshmallows",,Guimauve ou marshmallow,1.520000,kgCO2e/kg_product,,Guimauve ou marshmallow
foodcarbon,31067,cane_molasses,Cane molasses,,Mélasse de canne,1.040000,kgCO2e/kg_product,,Mélasse de canne
food-product,cane_sugar_2010,cane_sugar,Cane Sugar,,,3.200000,kgCO2e/kg_product,2010,Cane Sugar
foodcarbon,23022,canele_cake,Canelé cake,,Canelé,2.160000,kgCO2e/kg_product,,Canelé
foodcarbon,12722,cantal_cheese_half_matured_from_cow_s_milk,"Cantal cheese, half matured, from cow's milk",,Cantal entre-deux,6.000000,kgCO2e/kg_product,,Cantal entre-deux
foodcarbon,12723,cantal_salers_or_laguiole_cheese_from_cow_s_milk,"Cantal, Salers or Laguiole cheese, from cow's milk",,"Cantal, Salers ou Laguiole",6.070000,kgCO2e/kg_product,,"Cantal, Salers ou Laguiole"
foodcarbon,25088,cantonese_rice,Cantonese rice,,Riz cantonais,3.100000,kgCO2e/kg_product,,Riz cantonais
foodcarbon,26108,capelin_raw,"Capelin, raw",,"Capelan, cru",9.380000,kgCO2e/kg_product,,"Capelan, cru"
foodcarbon,36050,capon_meat_and_skin_raw,"Capon, meat and skin, raw",,"Chapon, viande et peau, cru",5.780000,kgCO2e/kg_product,,"Chapon, viande et peau, cru"
foodcarbon,36051,capon_meat_and_skin_roasted_baked,"Capon, meat and skin, roasted/baked",,"Chapon, viande et peau, rôti/cuit au four",7.750000,kgCO2e/kg_product,,"Chapon, viande et peau, rôti/cuit au four"
foodcarbon,13054,carambola_pulp_raw,"Carambola, pulp, raw",,"Carambole, pulpe, crue",0.554000,kgCO2e/kg_product,,"Carambole, pulpe, crue"
foodcarbon,39213,caramelized_custard_cream_creme_brulee_refrigerated,"Caramelized custard cream (crème brûlée), refrigerated",,"Crème brûlée, rayon frais",2.180000,kgCO2e/kg_product,,"Crème brûlée, rayon frais"
foodcarbon,11064,caraway_seed,"Caraway, seed",,"Carvi, graine",9.400000,kgCO2e/kg_product,,"Carvi, graine"
foodcarbon,11128,carbonara_sauce_cream_sauce_with_lardoons_prepacked,"Carbonara sauce (cream sauce with lardoons), prepacked",,"Sauce carbonara, préemballée",5.240000,kgCO2e/kg_product,,"Sauce carbonara, préemballée"
foodcarbon,25135,carbonara_style_pasta_spaghetti_tagliatelle,"Carbonara-style pasta (spaghetti, tagliatelle…)",,"Pâtes à la carbonara (spaghetti, tagliatelles…)",3.610000,kgCO2e/kg_product,,"Pâtes à la carbonara (spaghetti, tagliatelles…)"
foodcarbon,11075,cardamom_powder,"Cardamom, powder",,"Cardamome, poudre",9.400000,kgCO2e/kg_product,,"Cardamome, poudre"
foodcarbon,20241,cardoon_cooked,"Cardoon, cooked",,"Cardon, cuit",1.640000,kgCO2e/kg_product,,"Cardon, cuit"
foodcarbon,20054,cardoon_raw,"Cardoon, raw",,"Cardon, cru",0.742000,kgCO2e/kg_product,,"Cardon, cru"
foodcarbon,25433,caribbean_style_fish_fritters_fish_acras,"Caribbean-style fish fritters, fish acras",,Accra de poisson,5.920000,kgCO2e/kg_product,,Accra de poisson
foodcarbon,27003,carp_raw_farmed,"Carp, raw, farmed",,"Carpe, crue, élevage",6.170000,kgCO2e/kg_product,,"Carpe, crue, élevage"
foodcarbon,27004,carp_roasted_baked,"Carp, roasted/baked",,"Carpe, rôtie/cuite au four",7.620000,kgCO2e/kg_product,,"Carpe, rôtie/cuite au four"
foodcarbon,20996,carragheen_mosses_chondrus_crispus_dried_or_dehydrated,"Carragheen mosses (Chondrus crispus), dried or dehydrated",,"Lichen de mer ou pioca ou goémon rouge (Chondrus crispus), séché ou déshydraté",11.600000,kgCO2e/kg_product,,"Lichen de mer ou pioca ou goémon rouge (Chondrus crispus), séché ou déshydraté"
foodcarbon,12025,carre_de_l_est_cheese_from_cow_s_milk,"Carré de l'Est cheese, from cow's milk",,Carré de l'Est,4.940000,kgCO2e/kg_product,,Carré de l'Est
foodcarbon,20007,carrot_canned_drained,"Carrot, canned, drained",,"Carotte, appertisée, égouttée",1.260000,kgCO2e/kg_product,,"Carotte, appertisée, égouttée"
foodcarbon,20008,carrot_cooked,"Carrot, cooked",,"Carotte, cuite",1.340000,kgCO2e/kg_product,,"Carotte, cuite"
foodcarbon,20209,carrot_frozen_cooked,"Carrot, frozen, cooked",,"Carotte, surgelée, cuite",0.860000,kgCO2e/kg_product,,"Carotte, surgelée, cuite"
foodcarbon,20208,carrot_frozen_raw,"Carrot, frozen, raw",,"Carotte, surgelée, crue",0.613000,kgCO2e/kg_product,,"Carotte, surgelée, crue"
foodcarbon,2006,carrot_juice_pure_juice,"Carrot juice, pure juice",,"Jus de carotte, pur jus",0.477000,kgCO2e/kg_product,,"Jus de carotte, pur jus"
foodcarbon,20009,carrot_raw,"Carrot, raw",,"Carotte, crue",0.396000,kgCO2e/kg_product,,"Carotte, crue"
